Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Branch_Code,Remarks,Loan_Status
LP002002,Female,No,0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,BR-HYD,,Y
LP001580,Male,  Yes ,2,Graduate,No,8000,0.0,200.0,360.0,1.0,semiurban,BR-BLR,,Y
LP200073,Female,No,,Graduate,No,3325,0.0,129.0,336.0,1.0,Urban,BR-DEL,,N
LP002682,Male,Yes,,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,BR-CHN,,N
LP001688,Male,Yes,1,Not Graduate,No,3500,1083.0,135.0,360.0,1.0,Urban,BR-BLR,,Y
LP002983,Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,URBAN,BR-KOL,,Y
LP001392,Female,No,1,Graduate,Yes,7451,0.0,,360.0,1.0,Semiurban,BR-HYD,referred by agent,Y
LP200134,Male,No,0,Graduate,No,2487,2642.0,146.0,384.0,1.0,Semiurban,BR-BLR,,Y
LP200068,Male,No,2,Graduate,,4826,0.0,173.0,372.0,0.0,Semiurban,BR-HYD,,Y
LP001507,Male,Yes,0,Graduate,No,2698,2034.0,122.0,360.0,1.0,Semiurban,BR-MUM,,Y
LP002318,Female,NO,1,Not Graduate,yes,3867,0.0,62.0,360.0,1.0,Semiurban,BR-MUM,,N
LP002175,Male,Yes,0,Graduate,  No ,4750,2333.0,130.0,360.0,1.0,Urban,BR-DEL,,Y
LP001334,Male,Yes,0,Not Graduate,No,4188,0.0,115.0,180.0,1.0,Semiurban,BR-HYD,,Y
LP001578,Male,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,1.0,Rural,BR-MUM,,Y
LP002250,Male,  Yes ,0,Graduate,No,5488,0.0,125.0,360.0,1.0,RURAL,BR-CHN,,Y
LP002361,Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,BR-KOL,,Y
LP200126,Male,Yes,0,Not Graduate,No,2315,2467.0,116.0,348.0,1.0,Urban,BR-MUM,,Y
LP001888,Female,No,0,Graduate,No,3237,0.0,30.0,360.0,1.0,Urban,BR-MUM,,Y
LP001151,Female,No,0,Graduate,No,4000,2275.0,144.0,360.0,1.0,Semiurban,BR-KOL,walk-in applicant,Y
LP200056,Female,,0,Not Graduate,No,4450,0.0,118.0,348.0,1.0,Semiurban,BR-DEL,walk-in applicant,Y
LP200163,Male,Yes,0,Not Graduate,No,2537,1610.0,113.0,,1.0,Rural,BR-KOL,,Y
LP001198,Male,Yes,1,Graduate,No,8080,2250.0,180.0,360.0,,Urban,BR-DEL,,Y
LP001993,Female,No,0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,BR-DEL,,Y
LP200033,Male,yes,0,Graduate,No,5855,1974.0,200.0,348.0,1.0,Rural,BR-DEL,walk-in applicant,Y
LP001664,Male,NO,0,Graduate,No,4191,0.0,,360.0,1.0,Rural,BR-CHN,,Y
LP002659,Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,,Rural,BR-BLR,,Y
LP001868,Male,No,0,Graduate,No,2060,2209.0,134.0,360.0,1.0,  Semiurban ,BR-CHN,,Y
LP002777,Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,BR-KOL,,Y
LP200183,Male,Yes,2,Graduate,No,9270,0.0,116.0,360.0,1.0,Urban,BR-DEL,,Y
LP002131,Male,Yes,2,not graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,BR-KOL,,Y
LP001643,Male,Yes,0,Graduate,No,2383,2138.0,58.0,360.0,,Rural,BR-DEL,pending review,Y
LP200081,Male,No,0,Graduate,No,3625,0.0,82.0,348.0,1.0,Urban,BR-BLR,walk-in applicant,N
LP200022,Male,Yes,0,not graduate,No,1923,1061.0,103.0,360.0,1.0,Semiurban,BR-DEL,,Y
LP001640,Male,Yes,0,graduate,Yes,39147,4750.0,120.0,360.0,1.0,  Semiurban ,BR-DEL,,Y
LP002534,Female,No,0,Not Graduate,,4350,0.0,154.0,360.0,1.0,Rural,BR-MUM,,Y
LP001228,Male,No,0,NOT GRADUATE,No,3200,2254.0,126.0,180.0,,Urban,BR-BLR,,N
LP001892,Male,No,0,Graduate,No,2833,1857.0,126.0,360.0,1.0,Rural,BR-KOL,pending review,Y
LP002265,Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,BR-DEL,,Y
LP200124,,No,0,Graduate,,6571,0.0,,360.0,,Urban,BR-BLR,,N
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,BR-CHN,,Y
LP001492,Male,No,0,Graduate,,14999,0.0,242.0,360.0,0.0,SEMIURBAN,BR-KOL,,N
LP200078,Male,Yes,0,Graduate,No,2481,2069.0,58.0,336.0,,Rural,BR-MUM,,Y
LP001784,male,Yes,1,Graduate,No,5500,1260.0,170.0,360.0,1.0,Rural,,,Y
LP200170,Male,Yes,,Not Graduate,No,3770,3872.0,153.0,,0.0,Rural,BR-DEL,pending review,N
LP001562,Male,Yes,0,Graduate,No,7933,0.0,275.0,360.0,1.0,Urban,BR-HYD,,N
LP002101,  Male ,Yes,0,Graduate,,63337,0.0,490.0,180.0,1.0,Urban,BR-HYD,,Y
LP200065,Male,No,0,Not Graduate,No,2923,0.0,66.0,288.0,1.0,Rural,BR-CHN,,N
LP001669,Female,No,0,Not Graduate,No,1907,2365.0,120.0,,1.0,Urban,BR-BLR,pending review,Y
LP001926,Male,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,,Rural,BR-HYD,,Y
LP002035,Male,  Yes ,2,Graduate,No,3717,0.0,120.0,360.0,,Semiurban,BR-DEL,pending review,Y
LP001865,Male,Yes,1,Graduate,No,6083,4250.0,330.0,360.0,,Urban,,,Y
LP001691,Male,Yes,2,Not Graduate,No,3917,0.0,124.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP001666,Male,No,0,Graduate,No,8333,3750.0,187.0,360.0,1.0,Rural,BR-KOL,pending review,Y
LP002422,Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,BR-MUM,walk-in applicant,Y
LP002467,Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,,,N
LP001653,Male,No,,Not Graduate,No,4885,0.0,48.0,360.0,1.0,Rural,BR-CHN,,Y
LP002036,Male,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,,Urban,BR-DEL,,Y
LP001953,Male,Yes,1,Graduate,No,6875,0.0,200.0,360.0,1.0,  Semiurban ,BR-DEL,,Y
LP002086,Female,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,BR-KOL,,N
LP001264,Male,Yes,3+,Not Graduate,Yes,3333,2166.0,130.0,360.0,,SEMIURBAN,BR-BLR,,Y
LP002959,Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,BR-HYD,,Y
LP002287,Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,BR-DEL,follow-up needed,N
LP002342,Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,URBAN,BR-KOL,,N
LP002031,Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,BR-KOL,,Y
LP002255,Male,No,3+,Graduate,no,9167,0.0,185.0,360.0,1.0,Rural,BR-CHN,,Y
LP002541,Male,Yes,0,Graduate,  No ,10833,0.0,234.0,360.0,1.0,Semiurban,BR-BLR,,Y
LP001750,Male,Yes,0,Graduate,No,6250,0.0,,360.0,1.0,SEMIURBAN,BR-MUM,,Y
LP200038,Male,Yes,2,Graduate,  No ,8809,0.0,234.0,360.0,1.0,Semiurban,BR-MUM,,Y
LP002776,Female,No,0,Graduate,no,5000,0.0,,360.0,0.0,Semiurban,BR-KOL,,N
LP200044,Male,Yes,,Not Graduate,No,3269,1673.0,106.0,180.0,1.0,urban,BR-MUM,walk-in applicant,Y
LP001610,Male,Yes,3+,Graduate,No,5516,11300.0,495.0,360.0,0.0,Semiurban,BR-KOL,,N
LP200024,Male,Yes,2,Graduate,  Yes ,5964,0.0,144.0,84.0,,Rural,BR-MUM,,Y
LP002449,Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,BR-CHN,walk-in applicant,Y
LP200142,Male,Yes,2,Graduate,No,3369,4191.0,226.0,348.0,1.0,Rural,,,Y
LP001636,Male,Yes,0,Graduate,No,4600,0.0,73.0,180.0,1.0,Semiurban,BR-MUM,,Y
LP002606,Female,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,BR-DEL,,Y
LP002364,MALE,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,semiurban,BR-MUM,walk-in applicant,Y
LP200071,Male,Yes,2,Graduate,No,4070,0.0,94.0,336.0,1.0,Semiurban,BR-MUM,pending review,Y
LP002367,Female,No,1,Not Graduate,,4606,0.0,81.0,360.0,1.0,Rural,BR-MUM,,N
